,"A,B",A,B,DNA_max_Cfrac,AA_max_Cfrac,ksize,PdN,PdS,PdN/PdS,dN/dS,ANI_approx,AAI_approx
3173,"('negative_0.01_38', 'negative_0.01_53')",negative_0.01_38,negative_0.01_53,0.8167334669338677,0.8648811315076738,7,0.02052405489989373,0.00798210717440484,2.5712577457874133,0.8878333920431876,0.9904061993044896,0.9794759451001063
3174,"('negative_0.01_38', 'negative_0.01_54')",negative_0.01_38,negative_0.01_54,0.818937875751503,0.8645801986157087,7,0.02057274870823489,0.007559257997600488,2.721530170655008,0.9397211800019534,0.9905333293728569,0.9794272512917651
3175,"('negative_0.01_38', 'negative_0.01_55')",negative_0.01_38,negative_0.01_55,0.8049098196392785,0.8766175142943123,7,0.018636230391561148,0.011891663527599183,1.5671676505401118,0.5411296371820117,0.9897186923358552,0.9813637696084389
3176,"('negative_0.01_38', 'negative_0.01_56')",negative_0.01_38,negative_0.01_56,0.7895791583166333,0.8522419500451399,7,0.02258181384028013,0.01060572477100774,2.1292098680526514,0.7351980261885837,0.9888128004001698,0.9774181861597199
3177,"('negative_0.01_38', 'negative_0.01_57')",negative_0.01_38,negative_0.01_57,0.8099198396793588,0.8666867288594643,7,0.020232196648131806,0.009435943848301598,2.144162467835526,0.740361031494778,0.9900111754353776,0.9797678033518682
3178,"('negative_0.01_38', 'negative_0.01_58')",negative_0.01_38,negative_0.01_58,0.8092184368737475,0.8760156485103822,7,0.01873251332581638,0.011055717754646421,1.6943733316585083,0.5850526750569738,0.989970331702665,0.9812674866741836
3179,"('negative_0.01_38', 'negative_0.01_59')",negative_0.01_38,negative_0.01_59,0.8120240480961923,0.8805296418898586,7,0.018011768832044694,0.011296634000198091,1.5944367881378516,0.5505454380565676,0.9901335048224572,0.9819882311679553
3180,"('negative_0.01_38', 'negative_0.01_60')",negative_0.01_38,negative_0.01_60,0.7962925851703406,0.8594643394523022,7,0.02140277418801184,0.01061468414666078,2.0163364158833526,0.6962237848565836,0.9892115416133054,0.9785972258119882
3181,"('negative_0.01_38', 'negative_0.01_61')",negative_0.01_38,negative_0.01_61,0.790380761523046,0.8642792657237436,7,0.020621457046258618,0.012425923179604559,1.659551306425739,0.5730289264339996,0.9888605806797086,0.9793785429537414
3182,"('negative_0.01_38', 'negative_0.01_62')",negative_0.01_38,negative_0.01_62,0.8097815193425536,0.8859464339452302,7,0.017151044131198945,0.012540771804235629,1.3676226949130996,0.47222846416281916,0.9900031235029042,0.982848955868801
3183,"('negative_0.01_38', 'negative_0.01_63')",negative_0.01_38,negative_0.01_63,0.8105210420841683,0.86879325910322,7,0.019892353333950896,0.00967292330589975,2.056498610075619,0.7100914483220747,0.9900461575459679,0.9801076466660491
3184,"('negative_0.01_38', 'negative_0.01_64')",negative_0.01_38,negative_0.01_64,0.7794589178356713,0.8332831778513391,7,0.025718044332078804,0.0092495658087558,2.7804596306275973,0.9600690204409192,0.9882055682347686,0.9742819556679212
3185,"('negative_0.01_38', 'negative_0.01_65')",negative_0.01_38,negative_0.01_65,0.8243486973947896,0.8832380379175444,7,0.01758084090348666,0.009636431388642674,1.8244140589437627,0.6299546302182499,0.9908439994121985,0.9824191590965133
3186,"('negative_0.01_38', 'negative_0.01_66')",negative_0.01_38,negative_0.01_66,0.8084168336673346,0.8793259103219982,7,0.018203657133201268,0.011721929627406924,1.5529573808939683,0.5362229521472447,0.9899236118455401,0.9817963428667987
3187,"('negative_0.01_38', 'negative_0.01_67')",negative_0.01_38,negative_0.01_67,0.8319639278557114,0.8877520312970207,7,0.0168651382002879,0.009073409876498961,1.858743121918287,0.6418081631735789,0.9912779645789405,0.9831348617997121
3188,"('negative_0.01_38', 'negative_0.01_68')",negative_0.01_38,negative_0.01_68,0.8303607214428858,0.8850436352693349,7,0.017294184434989646,0.008912732556155878,1.9403908202142603,0.6700004177421437,0.9911869187741074,0.9827058155650104
3189,"('negative_0.01_38', 'negative_0.01_69')",negative_0.01_38,negative_0.01_69,0.823246492985972,0.8829371050255793,7,0.017628665807021382,0.009774523011071401,1.8035320789621914,0.6227442604488284,0.9907808726023053,0.9823713341929786
3190,"('negative_0.01_38', 'negative_0.01_70')",negative_0.01_38,negative_0.01_70,0.7866733466933867,0.8684923262112549,7,0.019940859107298814,0.013755778200002178,1.4496351145946549,0.5005466539183338,0.9886392087564898,0.9800591408927012
3191,"('negative_0.01_38', 'negative_0.01_71')",negative_0.01_38,negative_0.01_71,0.7838677354709419,0.8681913933192899,7,0.019989379289015785,0.014200333343890703,1.4076697218953425,0.48605636137193436,0.988471022602798,0.9800106207109842
3192,"('negative_0.01_38', 'negative_0.01_72')",negative_0.01_38,negative_0.01_72,0.7910821643286573,0.8594643394523022,7,0.02140277418801184,0.011522067363173294,1.857546351136529,0.6413949284193396,0.9889023505810929,0.9785972258119882
3193,"('negative_0.01_38', 'negative_0.01_73')",negative_0.01_38,negative_0.01_73,0.8081162324649298,0.8772193800782425,7,0.01854000410266099,0.011437121136573358,1.621037661599491,0.5597304930186583,0.9899060805236255,0.981459995897339
3194,"('negative_0.01_38', 'negative_0.01_74')",negative_0.01_38,negative_0.01_74,0.7925851703406813,0.8612699368040927,7,0.02110934163097966,0.011553230318979923,1.8271376098423944,0.6308950491384052,0.9889917388706013,0.9788906583690203
3195,"('negative_0.01_38', 'negative_0.01_75')",negative_0.01_38,negative_0.01_75,0.8151302605210421,0.8811315076737888,7,0.017915908985442153,0.010862910148355498,1.649273421280612,0.5694800602628122,0.9903135356496642,0.9820840910145578
3196,"('negative_0.01_38', 'negative_0.01_76')",negative_0.01_38,negative_0.01_76,0.806813627254509,0.8745109840505567,7,0.0189734689596871,0.011227179748962812,1.6899585990364059,0.5835283054968756,0.9898300396229182,0.9810265310403129
3197,"('negative_0.01_38', 'negative_0.01_77')",negative_0.01_38,negative_0.01_77,0.8206412825651302,0.8708997893469757,7,0.019553215577556404,0.008290261881833794,2.3585763461107048,0.8143963168184944,0.9906313432180427,0.9804467844224436
3198,"('negative_0.01_38', 'negative_0.01_78')",negative_0.01_38,negative_0.01_78,0.7796593186372746,0.8477279566656636,7,0.02332307004810108,0.011609099398080192,2.009033538980469,0.6937021636838392,0.988217665328932,0.9766769299518989
3199,"('negative_0.01_38', 'negative_0.01_79')",negative_0.01_38,negative_0.01_79,0.7907815631262525,0.8618718025880229,7,0.02101164794860766,0.011965698769609956,1.7559900473152703,0.6063284019877839,0.9888844535154435,0.9789883520513923
3200,"('negative_0.01_38', 'negative_0.01_80')",negative_0.01_38,negative_0.01_80,0.8273547094188377,0.8808305747818237,7,0.017963831890842497,0.00874747612655069,2.053601705332805,0.7090911717965291,0.9910157557419993,0.9820361681091575
3201,"('negative_0.01_38', 'negative_0.01_81')",negative_0.01_38,negative_0.01_81,0.8090180360721443,0.855853144748721,7,0.02199122797132047,0.007831331091797122,2.808108572290481,0.9696159644231706,0.9899586558719254,0.9780087720286795
3202,"('negative_0.01_38', 'negative_0.01_82')",negative_0.01_38,negative_0.01_82,0.8072144288577154,0.8591634065603371,7,0.021451730976025707,0.008680108354816696,2.471366727135599,0.8533418743921126,0.9898534492688733,0.9785482690239743
3203,"('negative_0.01_38', 'negative_0.01_83')",negative_0.01_38,negative_0.01_83,0.7913827655310621,0.8597652723442673,7,0.021353832090707403,0.011518521391774117,1.8538692045974854,0.640125241049356,0.9889202411710964,0.9786461679092926
3204,"('negative_0.01_38', 'negative_0.01_84')",negative_0.01_38,negative_0.01_84,0.7960921843687375,0.8724044538068011,7,0.01931140454244873,0.012740858910490704,1.515706647261269,0.5233605912068059,0.9891996853260008,0.9806885954575513
3205,"('negative_0.01_38', 'negative_0.01_85')",negative_0.01_38,negative_0.01_85,0.8201402805611222,0.8805296418898586,7,0.018011768832044694,0.009916516840913991,1.8163402655386984,0.6271668181456492,0.9906025357452634,0.9819882311679553
3206,"('negative_0.01_38', 'negative_0.01_86')",negative_0.01_38,negative_0.01_86,0.8133266533066132,0.8705988564550106,7,0.01960162075129046,0.009484487554025756,2.0667031971559093,0.7136150052959866,0.9902090813359109,0.9803983792487095
3207,"('negative_0.01_38', 'negative_0.01_87')",negative_0.01_38,negative_0.01_87,0.8266533066132264,0.8883538970809509,7,0.01676994698236922,0.010059278256871473,1.6671123468439402,0.5756396892689838,0.9909757324870819,0.9832300530176308
3208,"('negative_0.01_38', 'negative_0.01_88')",negative_0.01_38,negative_0.01_88,0.7909819639278557,0.8516400842612097,7,0.02268045328179591,0.010261888091323224,2.2101637710289403,0.763150719144522,0.9888963856122965,0.9773195467182041
3209,"('negative_0.01_38', 'negative_0.01_89')",negative_0.01_38,negative_0.01_89,0.812625250501002,0.8853445681613,7,0.01724645710012629,0.01195931030682773,1.4420946239918246,0.49794298675950893,0.9901684006267116,0.9827535428998737
3210,"('negative_0.01_38', 'negative_0.01_90')",negative_0.01_38,negative_0.01_90,0.8019038076152305,0.8609690039121276,7,0.021158210417766443,0.009887739759944614,2.139842970329648,0.7388695458088919,0.9895423691197639,0.9788417895822336
3211,"('negative_0.01_38', 'negative_0.01_91')",negative_0.01_38,negative_0.01_91,0.8255511022044089,0.8952753535961481,7,0.01567920263861855,0.011335494473343366,1.3831952964636771,0.47760555079687506,0.9909127734096259,0.9843207973613814
3212,"('negative_0.01_38', 'negative_0.01_92')",negative_0.01_38,negative_0.01_92,0.800501002004008,0.8654829972916039,7,0.020426710834718254,0.01086156878960376,1.8806409304583929,0.6493692898892208,0.9894598694222918,0.9795732891652817
3213,"('negative_0.01_38', 'negative_0.01_93')",negative_0.01_38,negative_0.01_93,0.8059118236472946,0.8802287089978935,7,0.01805971981795873,0.012295857180318004,1.4687646052742829,0.5071519040633174,0.9897773273989031,0.9819402801820413
3214,"('negative_0.01_38', 'negative_0.01_94')",negative_0.01_38,negative_0.01_94,0.8080160320641283,0.8730063195907313,7,0.01921478021282297,0.010779528170958619,1.78252516326178,0.6154907514401662,0.9899002353694712,0.980785219787177
3215,"('negative_0.01_38', 'negative_0.01_95')",negative_0.01_38,negative_0.01_95,0.8123246492985972,0.8699969906710804,7,0.0196984741390428,0.009558602841920005,2.0608110269686684,0.7115804891326792,0.9901509557991589,0.9803015258609572
3216,"('negative_0.01_38', 'negative_0.01_96')",negative_0.01_38,negative_0.01_96,0.799498997995992,0.8724044538068011,7,0.01931140454244873,0.012150190496043156,1.58939109215923,0.5488032022253844,0.9894008567247462,0.9806885954575513
3217,"('negative_0.01_38', 'negative_0.01_97')",negative_0.01_38,negative_0.01_97,0.8119238476953908,0.8702979235630455,7,0.019650040268715085,0.009675474799726413,2.0309122472491703,0.7012566952385028,0.9901276864629777,0.9803499597312849
3218,"('negative_0.01_38', 'negative_0.01_98')",negative_0.01_38,negative_0.01_98,0.8049098196392785,0.8693951248871502,7,0.01979538497530242,0.01073250894385791,1.8444321899802458,0.6368667203070804,0.9897186923358552,0.9802046150246976
3219,"('negative_0.01_38', 'negative_0.01_99')",negative_0.01_38,negative_0.01_99,0.8266533066132264,0.8784231116461029,7,0.018347721172442655,0.00848150406679804,2.1632626746318753,0.7469561701643694,0.9909757324870819,0.9816522788275573
3220,"('negative_0.01_39', 'negative_0.01_40')",negative_0.01_39,negative_0.01_40,0.8001002004008017,0.8943725549202528,7,0.015821062872930725,0.015536520590722191,1.0183144147717638,0.35161529119921886,0.9894362727898656,0.9841789371270693
3221,"('negative_0.01_39', 'negative_0.01_41')",negative_0.01_39,negative_0.01_41,0.7934455802766085,0.8678904604273248,7,0.020037913888378167,0.012474711172009156,1.6062827918083888,0.554635762193928,0.9890428374045613,0.9799620861116218
3222,"('negative_0.01_39', 'negative_0.01_42')",negative_0.01_39,negative_0.01_42,0.7640280561122245,0.8639783328317785,7,0.02067017992336173,0.017050108101227424,1.212319581825625,0.4186036224240947,0.9872650809368543,0.9793298200766383
3223,"('negative_0.01_39', 'negative_0.01_43')",negative_0.01_39,negative_0.01_43,0.7551102204408817,0.8371953054468854,7,0.0250659133407225,0.014267010393605895,1.7569142132227222,0.6066475086015678,0.9867132700977215,0.9749340866592775
3224,"('negative_0.01_39', 'negative_0.01_44')",negative_0.01_39,negative_0.01_44,0.7696392785571142,0.862172735479988,7,0.020962823034050282,0.01575102344754853,1.3308864089915955,0.4595437376338693,0.9876091521986949,0.9790371769659497
3225,"('negative_0.01_39', 'negative_0.01_45')",negative_0.01_39,negative_0.01_45,0.7780561122244489,0.8579596749924767,7,0.02164770522646997,0.01356820869551667,1.5954726015986915,0.5509030956192791,0.9881208055436136,0.97835229477353
3226,"('negative_0.01_39', 'negative_0.01_46')",negative_0.01_39,negative_0.01_46,0.7784569138276554,0.8663857959674992,7,0.020280803475189346,0.014864127379350833,1.3644126532017837,0.47112006411003293,0.9881450382974184,0.9797191965248107
3227,"('negative_0.01_39', 'negative_0.01_47')",negative_0.01_39,negative_0.01_47,0.779559118236473,0.8678904604273248,7,0.020037913888378167,0.01491197492898122,1.34374648454074,0.4639842121508385,0.9882116171520637,0.9799620861116218
3228,"('negative_0.01_39', 'negative_0.01_48')",negative_0.01_39,negative_0.01_48,0.7609218436873747,0.8576587421005116,7,0.021696735611585916,0.01658341712292688,1.3083392554595867,0.4517583976250591,0.987073576636652,0.9783032643884141
3229,"('negative_0.01_39', 'negative_0.01_49')",negative_0.01_39,negative_0.01_49,0.7758517034068136,0.8600662052362323,7,0.02130490467456425,0.014301977285862022,1.4896474975963536,0.5143625888561401,0.9879873125148386,0.9786950953254357
3230,"('negative_0.01_39', 'negative_0.01_50')",negative_0.01_39,negative_0.01_50,0.7666332665330662,0.8600662052362323,7,0.02130490467456425,0.01594732175978264,1.3359550271502538,0.46129388829851814,0.9874251265573087,0.9786950953254357
3231,"('negative_0.01_39', 'negative_0.01_51')",negative_0.01_39,negative_0.01_51,0.7986973947895791,0.8841408365934397,7,0.01743744994657226,0.014162931526857103,1.2312034350731487,0.42512405605664777,0.9893535958292548,0.9825625500534277
3232,"('negative_0.01_39', 'negative_0.01_52')",negative_0.01_39,negative_0.01_52,0.7833667334669339,0.8715016551309058,7,0.019456448224356326,0.014821472708662742,1.3127203083526624,0.4532711378616816,0.9884409290449808,0.9805435517756437
3233,"('negative_0.01_39', 'negative_0.01_53')",negative_0.01_39,negative_0.01_53,0.7819639278557114,0.8612699368040927,7,0.02110934163097966,0.013415820042513071,1.573466367623207,0.5433045305246051,0.9883565694654769,0.9788906583690203
3234,"('negative_0.01_39', 'negative_0.01_54')",negative_0.01_39,negative_0.01_54,0.7960921843687375,0.8669876617514294,7,0.020183604285239798,0.011868659167699636,1.7005799897067693,0.5871957811991984,0.9891996853260008,0.9798163957147602
3235,"('negative_0.01_39', 'negative_0.01_55')",negative_0.01_39,negative_0.01_55,0.779559118236473,0.8760156485103822,7,0.01873251332581638,0.016217375491543007,1.1550890793386983,0.39884241752950567,0.9882116171520637,0.9812674866741836
3236,"('negative_0.01_39', 'negative_0.01_56')",negative_0.01_39,negative_0.01_56,0.757815631262525,0.8504363526933494,7,0.022877911551583252,0.015964068300156065,1.4330878020209672,0.4948330078727106,0.9868813263574341,0.9771220884484167
3237,"('negative_0.01_39', 'negative_0.01_57')",negative_0.01_39,negative_0.01_57,0.7922845691382766,0.8651820643996389,7,0.020475375611847535,0.012239616133965181,1.6728772690042097,0.5776302677727541,0.9889738741352202,0.9795246243881525
3238,"('negative_0.01_39', 'negative_0.01_58')",negative_0.01_39,negative_0.01_58,0.7819639278557114,0.875413782726452,7,0.01882885297772441,0.015696308695768324,1.1995720358634772,0.4142020034147432,0.9883565694654769,0.9811711470222756
3239,"('negative_0.01_39', 'negative_0.01_59')",negative_0.01_39,negative_0.01_59,0.7944889779559118,0.8802287089978935,7,0.01805971981795873,0.014271255260975502,1.265461200693587,0.43695297064307714,0.9891047325689283,0.9819402801820413
3240,"('negative_0.01_39', 'negative_0.01_60')",negative_0.01_39,negative_0.01_60,0.7725450901803608,0.8567559434246164,7,0.021843915294595395,0.014351207770999075,1.5220959547904802,0.5255667646585963,0.9877863941195576,0.9781560847054046
3241,"('negative_0.01_39', 'negative_0.01_61')",negative_0.01_39,negative_0.01_61,0.7695390781563126,0.8618718025880229,7,0.02101164794860766,0.01572011546913521,1.336609008366498,0.46151970244045,0.98760302904766,0.9789883520513923
3242,"('negative_0.01_39', 'negative_0.01_62')",negative_0.01_39,negative_0.01_62,0.7784125075165363,0.8805296418898586,7,0.018011768832044694,0.01714102495916403,1.0507988218297963,0.3628318801833826,0.9881423540452406,0.9819882311679553
3243,"('negative_0.01_39', 'negative_0.01_63')",negative_0.01_39,negative_0.01_63,0.7847695390781563,0.8639783328317785,7,0.02067017992336173,0.01336087947298814,1.5470673143299358,0.5341891623471079,0.9885251448745903,0.9793298200766383
3244,"('negative_0.01_39', 'negative_0.01_64')",negative_0.01_39,negative_0.01_64,0.7384769539078156,0.8251579897682817,7,0.027080898898351524,0.015303986080800192,1.769532379039877,0.6110044537491952,0.9856672589882568,0.9729191011016485
3245,"('negative_0.01_39', 'negative_0.01_65')",negative_0.01_39,negative_0.01_65,0.793186372745491,0.8763165814023472,7,0.018684364773504103,0.013873418687239014,1.3467743744150296,0.4650297167262658,0.9890274489910617,0.9813156352264959
3246,"('negative_0.01_39', 'negative_0.01_66')",negative_0.01_39,negative_0.01_66,0.7765531062124249,0.872103520914836,7,0.019359738135597326,0.016122641735708543,1.2007795281290186,0.414618940205984,0.9880298267099241,0.9806402618644027
3247,"('negative_0.01_39', 'negative_0.01_67')",negative_0.01_39,negative_0.01_67,0.7910821643286573,0.8829371050255793,7,0.017628665807021382,0.015296175744163754,1.152488445600371,0.3979444408575272,0.9889023505810929,0.9823713341929786
3248,"('negative_0.01_39', 'negative_0.01_68')",negative_0.01_39,negative_0.01_68,0.8042084168336673,0.8835389708095095,7,0.017533029964786895,0.013115595232857102,1.3368077966345946,0.46158834233571205,0.989677606414693,0.9824669700352131
3249,"('negative_0.01_39', 'negative_0.01_69')",negative_0.01_39,negative_0.01_69,0.8002004008016032,0.8823352392416491,7,0.017724357543966618,0.013615897170575875,1.3017399677686445,0.44947971981249163,0.9894421730031938,0.9822756424560334
3250,"('negative_0.01_39', 'negative_0.01_70')",negative_0.01_39,negative_0.01_70,0.7562124248496994,0.8606680710201625,7,0.021207093847617986,0.017925634003895685,1.1830596252834995,0.40850040873017696,0.9867818065758233,0.978792906152382
3251,"('negative_0.01_39', 'negative_0.01_71')",negative_0.01_39,negative_0.01_71,0.772244488977956,0.8702979235630455,7,0.019650040268715085,0.016598666212059743,1.1838324849522168,0.408767270588882,0.9877680882187689,0.9803499597312849
3252,"('negative_0.01_39', 'negative_0.01_72')",negative_0.01_39,negative_0.01_72,0.7688376753507014,0.8555522118567559,7,0.022040361796083263,0.014816876195316464,1.4875174433225071,0.5136270992638253,0.9875601457173375,0.9779596382039167
3253,"('negative_0.01_39', 'negative_0.01_73')",negative_0.01_39,negative_0.01_73,0.7828657314629258,0.8736081853746615,7,0.01911821296447791,0.015247964636426081,1.2538206521548547,0.4329335884122144,0.9884108171517426,0.9808817870355221
3254,"('negative_0.01_39', 'negative_0.01_74')",negative_0.01_39,negative_0.01_74,0.769438877755511,0.8582606078844418,7,0.02159868957994715,0.01515099277370946,1.4255626613079746,0.49223464090006297,0.9875969051372585,0.9784013104200528
3255,"('negative_0.01_39', 'negative_0.01_75')",negative_0.01_39,negative_0.01_75,0.7853707414829659,0.8793259103219982,7,0.018203657133201268,0.015721720232568126,1.157866751469837,0.3998015240501231,0.9885611934922358,0.9817963428667987
3256,"('negative_0.01_39', 'negative_0.01_76')",negative_0.01_39,negative_0.01_76,0.7824649298597195,0.8699969906710804,7,0.0196984741390428,0.014738343659602249,1.3365459914628162,0.46149794324052396,0.9883867144202507,0.9803015258609572
3257,"('negative_0.01_39', 'negative_0.01_77')",negative_0.01_39,negative_0.01_77,0.7923847695390781,0.8666867288594643,7,0.020232196648131806,0.01246531993852662,1.623078809682218,0.5604352840606761,0.9889798297641635,0.9797678033518682
3258,"('negative_0.01_39', 'negative_0.01_78')",negative_0.01_39,negative_0.01_78,0.7605210420841684,0.8462232922058381,7,0.023570907335338287,0.014781628635471389,1.5946082746778873,0.5506046508977459,0.9870488121924451,0.9764290926646617
3259,"('negative_0.01_39', 'negative_0.01_79')",negative_0.01_39,negative_0.01_79,0.7629258517034068,0.8597652723442673,7,0.021353832090707403,0.016564893912068612,1.2891016510012017,0.44511581671341943,0.9871972128134151,0.9786461679092926
3260,"('negative_0.01_39', 'negative_0.01_80')",negative_0.01_39,negative_0.01_80,0.7986973947895791,0.8760156485103822,7,0.01873251332581638,0.012867868147612982,1.4557588802533155,0.5026611380246874,0.9893535958292548,0.9812674866741836
3261,"('negative_0.01_39', 'negative_0.01_81')",negative_0.01_39,negative_0.01_81,0.7831663326653306,0.8468251579897683,7,0.023471727128841602,0.01084149066398099,2.164990761540055,0.7475528638501535,0.9884288864892185,0.9765282728711584
3262,"('negative_0.01_39', 'negative_0.01_82')",negative_0.01_39,negative_0.01_82,0.7839679358717435,0.8573578092085465,7,0.0217457807449003,0.012426296027063466,1.7499809032023503,0.6042534957245783,0.9884770391161245,0.9782542192550997
3263,"('negative_0.01_39', 'negative_0.01_83')",negative_0.01_39,negative_0.01_83,0.7618236472945892,0.855853144748721,7,0.02199122797132047,0.016126181891767732,1.3636971304749321,0.47087300020883305,0.9871292512451224,0.9780087720286795
3264,"('negative_0.01_39', 'negative_0.01_84')",negative_0.01_39,negative_0.01_84,0.769939879759519,0.86879325910322,7,0.019892353333950896,0.016767754332999596,1.1863457049106432,0.4096350640274418,0.9876275170975313,0.9801076466660491
3265,"('negative_0.01_39', 'negative_0.01_85')",negative_0.01_39,negative_0.01_85,0.7897795591182365,0.8724044538068011,7,0.01931140454244873,0.013841083042247737,1.3952235156384578,0.4817587923953419,0.9888247497996344,0.9806885954575513
3266,"('negative_0.01_39', 'negative_0.01_86')",negative_0.01_39,negative_0.01_86,0.7902805611222445,0.8727053866987662,7,0.019263085237906874,0.01380180812111409,1.395692873634295,0.4819208577122902,0.9888546106693125,0.9807369147620931
3267,"('negative_0.01_39', 'negative_0.01_87')",negative_0.01_39,negative_0.01_87,0.7982965931863727,0.882034306349684,7,0.017772224395084302,0.013897595073393498,1.278798547606892,0.44155824289565326,0.9893299484386433,0.9822277756049157
3268,"('negative_0.01_39', 'negative_0.01_88')",negative_0.01_39,negative_0.01_88,0.7704408817635271,0.8540475473969305,7,0.022286253349320773,0.014284329576852106,1.5601889629763137,0.538719955825902,0.9876581100929296,0.9777137466506792
3269,"('negative_0.01_39', 'negative_0.01_89')",negative_0.01_39,negative_0.01_89,0.7900801603206413,0.8781221787541378,7,0.018395770721548632,0.014704154614419984,1.2510593913034875,0.43198014856667505,0.9888426684855164,0.9816042292784514
3270,"('negative_0.01_39', 'negative_0.01_90')",negative_0.01_39,negative_0.01_90,0.7816633266533066,0.8606680710201625,7,0.021207093847617986,0.013371097441025492,1.5860398849947739,0.5476460589443838,0.9883384736622324,0.978792906152382
3271,"('negative_0.01_39', 'negative_0.01_91')",negative_0.01_39,negative_0.01_91,0.7970941883767535,0.8940716220282877,7,0.01586837689370979,0.016009936004538372,0.9911580464288893,0.3422384285875537,0.9892589383623578,0.9841316231062902
3272,"('negative_0.01_39', 'negative_0.01_92')",negative_0.01_39,negative_0.01_92,0.7854709418837675,0.865783930183569,7,0.020378060559136935,0.013529709876965001,1.5061712885530227,0.520068113087815,0.98856719903993,0.9796219394408631
3273,"('negative_0.01_39', 'negative_0.01_93')",negative_0.01_39,negative_0.01_93,0.7875751503006012,0.879024977430033,7,0.018251664387235578,0.015286804522055553,1.1939489617272447,0.41226040382510243,0.9886931472865054,0.9817483356127644
3274,"('negative_0.01_39', 'negative_0.01_94')",negative_0.01_39,negative_0.01_94,0.7884769539078156,0.8681913933192899,7,0.019989379289015785,0.013391076382318956,1.4927387999525539,0.5154299892212855,0.9887470270279193,0.9800106207109842
3275,"('negative_0.01_39', 'negative_0.01_95')",negative_0.01_39,negative_0.01_95,0.7820641282565131,0.865783930183569,7,0.020378060559136935,0.014129428458910742,1.442242382159873,0.49799400639601,0.9883625999276708,0.9796219394408631
3276,"('negative_0.01_39', 'negative_0.01_96')",negative_0.01_39,negative_0.01_96,0.7712424849699399,0.8699969906710804,7,0.0196984741390428,0.016728972938948372,1.1775064859589102,0.40658295703513936,0.98770701949869,0.9803015258609572
3277,"('negative_0.01_39', 'negative_0.01_97')",negative_0.01_39,negative_0.01_97,0.7892785571142285,0.865783930183569,7,0.020378060559136935,0.012862068892180667,1.5843532428539175,0.5470636757836397,0.9887948708840807,0.9796219394408631
3278,"('negative_0.01_39', 'negative_0.01_98')",negative_0.01_39,negative_0.01_98,0.7765531062124249,0.8675895275353596,7,0.020086462914671643,0.015395916956634226,1.3046616821361994,0.4504885628900778,0.9880298267099241,0.9799135370853284
3279,"('negative_0.01_39', 'negative_0.01_99')",negative_0.01_39,negative_0.01_99,0.801002004008016,0.8760156485103822,7,0.01873251332581638,0.012469178312580542,1.5023053529450745,0.5187332384608553,0.9894893493948107,0.9812674866741836
3280,"('negative_0.01_40', 'negative_0.01_41')",negative_0.01_40,negative_0.01_41,0.8292242934455802,0.9009930785434848,7,0.014783591248243466,0.011613827350564154,1.2729301721129285,0.43953194283719954,0.9911222797800601,0.9852164087517565
3281,"('negative_0.01_40', 'negative_0.01_42')",negative_0.01_40,negative_0.01_42,0.7932865731462926,0.891664158892567,7,0.016247381257859628,0.01629294407389692,0.9972035246772688,0.34432588071816006,0.9890333981714948,0.9837526187421404
3282,"('negative_0.01_40', 'negative_0.01_43')",negative_0.01_40,negative_0.01_43,0.7875751503006012,0.8669876617514294,7,0.020183604285239798,0.013354864624051332,1.5113297553679657,0.5218492877279522,0.9886931472865054,0.9798163957147602
3283,"('negative_0.01_40', 'negative_0.01_44')",negative_0.01_40,negative_0.01_44,0.8092184368737475,0.8943725549202528,7,0.015821062872930725,0.013967168207532077,1.13273232181731,0.3911228196409546,0.989970331702665,0.9841789371270693
3284,"('negative_0.01_40', 'negative_0.01_45')",negative_0.01_40,negative_0.01_45,0.8082164328657314,0.8904604273247065,7,0.016437212463471185,0.013522731457332293,1.2155245791380855,0.41971028068893534,0.989911924987577,0.9835627875365288
3285,"('negative_0.01_40', 'negative_0.01_46')",negative_0.01_40,negative_0.01_46,0.7977955911823648,0.8901594944327414,7,0.01648470463134699,0.015271954365387308,1.0794102861326176,0.3727111750323388,0.9893003732943786,0.983515295368653
3286,"('negative_0.01_40', 'negative_0.01_47')",negative_0.01_40,negative_0.01_47,0.8080160320641283,0.8919650917845321,7,0.016199957779847285,0.013794350603934302,1.174390752053734,0.4055071206642938,0.9899002353694712,0.9838000422201527
3287,"('negative_0.01_40', 'negative_0.01_48')",negative_0.01_40,negative_0.01_48,0.7894789579158317,0.8838399037014746,7,0.017485232982089927,0.015719834002072552,1.1123039199895253,0.38406906654346834,0.9888068246172381,0.9825147670179101
3288,"('negative_0.01_40', 'negative_0.01_49')",negative_0.01_40,negative_0.01_49,0.8076152304609219,0.8832380379175444,7,0.01758084090348666,0.01248221832805918,1.408470869634296,0.4863329908602726,0.9898768478474841,0.9824191590965133
3289,"('negative_0.01_40', 'negative_0.01_50')",negative_0.01_40,negative_0.01_50,0.7899799599198397,0.8832380379175444,7,0.01758084090348666,0.015536603277168437,1.1315755825034357,0.39072340741150025,0.9888366963117594,0.9824191590965133
3290,"('negative_0.01_40', 'negative_0.01_51')",negative_0.01_40,negative_0.01_51,0.8327655310621243,0.9151369244658442,7,0.012588885844243669,0.013215643964327506,0.9525745304749719,0.3289158692671427,0.9913234248400468,0.9874111141557563
